PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
186,167,32,50,9,0,9,22,5,2,13,53,0.299,0.371,0.515,0.886,140.0,86.0,5,6,0,0,1,baezja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,baldoal01,0
1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bandaan01,0
1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bandaan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bandaan01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,baragca01,0
1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,418.0,1.0,0,0,0,0,0,bardda01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barlojo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barlosc01,0
225,200,28,43,8,0,6,23,1,0,20,56,0.215,0.299,0.345,0.644,72.0,69.0,6,4,1,0,1,barneau01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,barnech01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barneja01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barnema01,0
388,348,41,86,21,0,7,48,0,0,29,100,0.247,0.317,0.368,0.685,77.0,128.0,8,8,0,3,1,barnhtu01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barraky01,0
8,8,1,2,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,42.0,2.0,0,0,0,0,0,barrelu01,0
107,91,8,24,3,1,2,10,0,0,12,22,0.264,0.374,0.385,0.758,111.0,35.0,3,4,0,0,2,barretr01,0
56,50,4,10,4,1,0,3,1,0,3,17,0.2,0.286,0.32,0.606,57.0,16.0,2,3,0,0,0,garcijo02,0
3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,barrija01,0
6,6,1,2,0,0,0,1,0,0,0,2,0.333,0.333,0.333,0.667,83.0,2.0,0,0,0,0,0,bartjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bassan01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bassich01,0
34,30,0,1,0,0,0,1,0,0,1,11,0.033,0.065,0.033,0.098,-73.0,1.0,0,0,3,0,0,bauertr01,0
315,282,27,59,7,0,4,19,6,1,30,78,0.209,0.29,0.277,0.566,60.0,78.0,1,2,0,0,1,bauerja01,0
113,100,7,19,3,0,2,6,0,1,12,27,0.19,0.277,0.28,0.557,55.0,28.0,0,0,0,0,1,bauerja01,0
202,182,20,40,4,0,2,13,6,0,18,51,0.22,0.297,0.275,0.572,63.0,50.0,1,2,0,0,0,bauerja01,0
234,204,35,55,4,1,7,40,2,2,20,44,0.27,0.363,0.402,0.765,104.0,82.0,3,10,0,0,0,beatyma01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bednada01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bedroca01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,beedety01,0
10,9,4,4,1,0,1,3,0,0,1,3,0.444,0.5,0.889,1.389,266.0,8.0,0,0,0,0,0,beerse01,0
568,498,75,130,24,1,27,88,0,0,65,101,0.261,0.347,0.476,0.823,124.0,237.0,22,2,0,3,2,belljo02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bellaan01,0
350,315,39,52,9,2,10,36,3,1,31,94,0.165,0.24,0.302,0.542,44.0,95.0,2,1,0,3,2,bellico01,0
381,325,65,89,14,2,29,59,3,2,48,103,0.274,0.378,0.597,0.975,160.0,194.0,9,7,0,1,3,beltbr01,0
28,27,2,6,0,0,0,2,0,0,1,10,0.222,0.25,0.222,0.472,31.0,6.0,1,0,0,0,0,bemboan01,0
2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bendean01,0
538,493,63,136,27,2,17,73,8,9,36,97,0.276,0.324,0.442,0.766,106.0,218.0,2,2,1,6,0,beninan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,benjawe01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bergetr01,0
4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,1,0,0,berrijo01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,berrijo01,0
2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0.0,1,0,1,0,0,berrijo01,0
271,233,35,49,10,1,4,19,8,4,32,61,0.21,0.311,0.313,0.624,71.0,73.0,7,3,1,2,0,bertijo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,betande01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bettial01,0
550,466,93,123,29,3,23,58,10,5,68,86,0.264,0.367,0.487,0.854,126.0,227.0,5,11,0,5,2,bettsmo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biagijo01,0
690,640,121,191,30,1,29,102,25,1,40,137,0.298,0.343,0.484,0.828,121.0,310.0,10,6,0,4,0,bichebo01,0
3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,79.0,1.0,0,0,0,0,0,bickfph01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bickfph01,0
3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,79.0,1.0,0,0,0,0,0,bickfph01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,biddlje01,0
6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,biebesh01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bielabr01,0
294,250,27,56,10,1,7,27,3,1,37,78,0.224,0.322,0.356,0.678,84.0,89.0,4,1,1,4,2,biggica01,0
5,4,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,42.0,1.0,0,0,1,0,0,bishobr01,0
582,514,76,139,25,4,13,78,3,0,54,91,0.27,0.351,0.411,0.761,95.0,211.0,8,11,0,3,1,blackch02,0
82,70,9,14,4,0,0,5,1,0,8,28,0.2,0.317,0.257,0.574,52.0,18.0,0,4,0,0,0,blandal01,0
24,23,4,4,2,0,1,4,0,0,1,8,0.174,0.208,0.391,0.6,60.0,9.0,0,0,0,0,0,blanktr01,0
0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,blanktr01,0
24,23,3,4,2,0,1,4,0,0,1,8,0.174,0.208,0.391,0.6,60.0,9.0,0,0,0,0,0,blanktr01,0
1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,1,0,0,bleieri01,0
603,529,90,156,34,1,23,79,5,1,62,113,0.295,0.37,0.493,0.863,129.0,261.0,13,5,0,7,2,bogaexa01,0
417,380,46,94,15,0,7,47,4,0,31,111,0.247,0.305,0.342,0.647,75.0,130.0,12,2,0,4,0,bohmal01,0
60,57,5,5,1,0,1,4,2,0,1,15,0.088,0.103,0.158,0.261,-28.0,9.0,0,0,2,0,0,boltsk01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,boltsk01,0
59,56,5,5,1,0,1,4,2,0,1,14,0.089,0.105,0.161,0.266,-26.0,9.0,0,0,2,0,0,boltsk01,0
12,11,0,1,0,0,0,2,0,0,1,6,0.091,0.167,0.091,0.258,-27.0,1.0,0,0,0,0,0,bonifjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,borucry01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bostiak01,0
327,291,32,58,10,2,8,35,0,1,27,73,0.199,0.276,0.33,0.606,64.0,96.0,13,5,1,3,0,boteda01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bowdebe01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,boxbebr01,0
5,3,0,1,0,0,0,0,0,0,1,1,0.333,0.5,0.333,0.833,141.0,1.0,0,0,1,0,0,boydma01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brachbr01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bradlar01,0
279,245,36,51,10,0,16,41,0,0,25,99,0.208,0.294,0.445,0.739,100.0,109.0,3,6,0,3,1,bradlbo01,0
428,387,39,63,14,3,6,29,7,1,28,132,0.163,0.236,0.261,0.497,35.0,101.0,8,10,0,3,0,bradlja02,0
508,469,68,146,29,3,8,47,1,0,33,53,0.311,0.362,0.437,0.799,119.0,205.0,11,5,0,1,1,brantmi02,0
21,20,0,3,1,0,0,0,0,0,0,4,0.15,0.19,0.2,0.39,8.0,4.0,0,1,0,0,0,brantro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brasiry01,0
8,6,0,1,1,0,0,0,0,0,0,2,0.167,0.167,0.333,0.5,31.0,2.0,0,0,2,0,0,braulst01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,brebbjo01,0
400,348,54,94,17,0,12,55,1,0,44,53,0.27,0.355,0.422,0.777,113.0,147.0,13,4,0,4,4,bregmal01,0
1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.0,0,0,0,0,0,brentja01,0
290,274,24,62,14,0,9,33,1,1,13,72,0.226,0.263,0.376,0.639,71.0,103.0,5,1,1,1,0,brinsle01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brittza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brogdco01,0
169,150,21,28,9,0,5,18,2,0,15,53,0.187,0.266,0.347,0.613,72.0,52.0,1,2,0,2,0,brossmi01,0
2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,brothre01,0
307,281,43,60,13,1,20,48,4,1,23,89,0.214,0.274,0.48,0.754,107.0,135.0,1,1,0,2,2,brownse01,0
43,38,0,3,0,0,0,3,0,0,4,15,0.079,0.167,0.079,0.246,-30.0,3.0,2,0,1,0,0,brubajt01,0
39,34,3,4,1,0,1,3,0,0,5,13,0.118,0.231,0.235,0.466,30.0,8.0,2,0,0,0,0,bruceja01,0
1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,0.0,0,0,0,0,0,bruihju01,0
26,26,3,2,0,0,0,2,1,0,0,8,0.077,0.077,0.077,0.154,-56.0,2.0,0,0,0,0,0,brujavi01,0
586,513,86,136,32,2,25,73,10,2,62,135,0.265,0.353,0.481,0.835,124.0,247.0,9,9,0,2,4,bryankr01,0
374,326,58,87,19,2,18,51,4,2,39,89,0.267,0.358,0.503,0.861,130.0,164.0,6,8,0,1,1,bryankr01,0
212,187,28,49,13,0,7,22,6,0,23,46,0.262,0.344,0.444,0.788,113.0,83.0,3,1,0,1,3,bryankr01,0
5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,bubickr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,buchtry01,0
82,69,5,7,2,0,0,3,0,0,5,45,0.101,0.162,0.13,0.293,-20.0,9.0,0,0,8,0,0,buehlwa01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bukaujb01,0
52,39,3,4,1,0,0,3,0,0,9,29,0.103,0.28,0.128,0.408,17.0,5.0,0,1,2,1,0,bumgama01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bummeaa01,0
4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,37.0,1.0,0,0,0,0,0,bundydy01,0
42,38,5,10,3,1,1,3,0,0,4,15,0.263,0.333,0.474,0.807,117.0,18.0,2,0,0,0,0,burgeja01,0
59,52,1,8,0,0,0,4,0,0,3,26,0.154,0.2,0.154,0.354,-2.0,8.0,0,0,4,0,0,burneco01,0
15,11,2,3,1,0,0,0,0,0,3,1,0.273,0.467,0.364,0.83,127.0,4.0,1,1,0,0,0,burnsan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,burrry01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,burrobe01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,burrobe01,0
36,32,1,3,1,0,0,5,0,0,0,16,0.094,0.091,0.125,0.216,-42.0,4.0,0,0,3,1,0,buterdr01,0
254,235,50,72,23,0,19,32,9,1,13,62,0.306,0.358,0.647,1.005,171.0,152.0,0,6,0,0,0,buxtoby01,0
352,309,34,71,21,0,7,42,1,0,36,80,0.23,0.313,0.366,0.678,83.0,113.0,8,3,0,4,1,cabreas01,0
321,283,34,69,21,0,7,40,1,0,33,73,0.244,0.324,0.392,0.716,93.0,111.0,6,2,0,3,1,cabreas01,0
31,26,0,2,0,0,0,2,0,0,3,7,0.077,0.194,0.077,0.27,-25.0,2.0,2,1,0,1,0,cabreas01,0
7,7,0,1,1,0,0,1,0,0,0,3,0.143,0.143,0.286,0.429,12.0,2.0,0,0,0,0,0,cabreed02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,cabrege01,0
526,472,48,121,16,0,15,75,0,0,40,118,0.256,0.316,0.386,0.701,95.0,182.0,21,5,0,9,0,cabremi01,0
9,9,0,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-39.0,1.0,0,0,0,0,0,cahiltr01,0
286,257,40,66,13,0,8,36,13,2,26,48,0.257,0.329,0.401,0.729,97.0,103.0,5,2,0,1,0,cainlo01,0
