PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional,MVP
51,49,2,11,1,0,1,2,0,0,1,13,0.224,0.24,0.306,0.546,56.0,15.0,0,0,0,0,0,aguilje01,0
26,22,2,3,1,0,0,2,0,0,2,14,0.136,0.231,0.182,0.413,19.0,4.0,0,1,0,1,0,aguilry01,0
54,52,7,12,2,0,3,7,0,1,2,15,0.231,0.259,0.442,0.702,95.0,23.0,2,0,0,0,0,ahmedni01,0
159,156,13,38,9,2,2,15,0,1,3,25,0.244,0.258,0.365,0.623,73.0,57.0,7,0,0,0,0,alberha01,0
269,247,36,61,16,0,8,35,3,5,16,47,0.247,0.294,0.409,0.703,93.0,101.0,0,2,0,4,0,albieoz01,0
224,205,26,45,8,1,6,29,1,2,12,57,0.22,0.261,0.356,0.617,74.0,73.0,6,1,2,4,0,alcanse01,0
57,53,6,10,2,1,1,7,0,0,1,13,0.189,0.2,0.321,0.521,45.0,17.0,1,0,1,1,0,alcanse01,0
38,35,3,4,0,0,0,3,0,2,2,12,0.114,0.158,0.114,0.272,-19.0,4.0,0,0,0,1,0,alcanse01,0
129,117,17,31,6,0,5,19,1,0,9,32,0.265,0.318,0.444,0.762,114.0,52.0,5,1,1,2,0,alcanse01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,alexasc02,0
274,256,25,63,14,0,7,40,1,0,11,98,0.246,0.285,0.383,0.667,92.0,98.0,5,4,0,3,0,alfarjo01,0
4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,43.0,1.0,0,0,0,0,0,alforan01,0
16,14,1,1,0,0,0,0,0,0,1,9,0.071,0.188,0.071,0.259,-19.0,1.0,1,1,0,0,0,allenau01,0
134,118,17,22,4,0,2,8,8,2,10,42,0.186,0.26,0.271,0.531,51.0,32.0,2,2,3,1,0,allengr01,0
326,299,31,62,13,0,4,19,3,2,19,64,0.207,0.256,0.291,0.547,61.0,87.0,5,1,6,1,0,allenni02,0
37,35,7,9,2,0,1,2,1,0,1,12,0.257,0.297,0.4,0.697,92.0,14.0,1,1,0,0,0,almonab01,0
235,215,26,48,10,1,5,29,3,2,17,46,0.223,0.282,0.349,0.631,73.0,75.0,9,1,1,1,0,almoral01,0
685,597,95,162,27,0,40,131,5,1,67,128,0.271,0.352,0.518,0.869,146.0,309.0,17,12,0,9,16,alonspe01,0
604,527,103,158,39,0,28,57,18,1,66,87,0.3,0.387,0.533,0.921,161.0,281.0,13,10,0,1,2,altuvjo01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,alvarjo03,0
27,25,1,4,0,0,0,3,1,0,0,9,0.16,0.154,0.16,0.314,-12.0,4.0,1,0,1,1,0,alvared01,0
14,12,3,2,1,0,1,1,0,0,2,4,0.167,0.286,0.5,0.786,121.0,6.0,1,0,0,0,0,alvarfr01,0
561,470,95,144,29,2,37,97,1,1,78,106,0.306,0.406,0.613,1.019,188.0,288.0,12,6,0,7,9,alvaryo01,0
383,338,43,75,16,1,8,28,1,0,37,101,0.222,0.311,0.346,0.657,86.0,117.0,7,7,0,1,2,anderbr06,0
351,332,50,100,13,0,6,25,13,0,14,55,0.301,0.339,0.395,0.734,109.0,131.0,10,5,0,0,1,anderti01,0
1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,anderty01,0
577,535,66,133,32,0,17,58,18,4,39,92,0.249,0.303,0.404,0.707,104.0,216.0,11,3,0,0,0,andruel01,0
386,354,41,84,24,0,8,30,7,4,30,62,0.237,0.301,0.373,0.673,97.0,132.0,10,2,0,0,0,andruel01,0
191,181,25,49,8,0,9,28,11,0,9,30,0.271,0.309,0.464,0.773,116.0,84.0,1,1,0,0,0,andruel01,0
140,132,13,31,5,1,1,17,4,1,5,27,0.235,0.257,0.311,0.568,61.0,41.0,1,0,0,3,0,andujmi01,0
100,96,9,22,2,0,1,8,4,0,3,22,0.229,0.25,0.281,0.531,51.0,27.0,0,0,0,1,0,andujmi01,0
40,36,4,9,3,1,0,9,0,1,2,5,0.25,0.275,0.389,0.664,86.0,14.0,1,0,0,2,0,andujmi01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,appelma01,0
276,259,24,51,13,0,10,30,2,3,17,101,0.197,0.246,0.363,0.609,65.0,94.0,1,0,0,0,0,aquinar01,0
87,78,10,15,4,0,2,6,0,0,8,23,0.192,0.276,0.321,0.596,74.0,25.0,1,1,0,0,1,arandjo01,0
41,38,3,5,0,0,1,5,0,0,1,12,0.132,0.15,0.211,0.361,2.0,8.0,0,0,1,1,0,arauzjo01,0
12,10,1,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,1,1,0,arauzjo01,0
29,28,2,5,0,0,1,4,0,0,1,9,0.179,0.207,0.286,0.493,40.0,8.0,0,0,0,0,0,arauzjo01,0
234,209,25,51,9,0,9,30,0,0,21,51,0.244,0.316,0.416,0.733,102.0,87.0,7,2,0,2,0,arciaor01,0
620,557,73,163,42,1,30,103,5,3,52,72,0.293,0.358,0.533,0.891,151.0,297.0,15,7,0,4,3,arenano01,0
57,47,9,9,1,1,1,5,1,0,8,16,0.191,0.321,0.319,0.641,87.0,15.0,1,1,1,0,0,ariasga01,0
645,586,72,154,41,3,20,89,32,12,46,156,0.263,0.327,0.445,0.773,123.0,261.0,17,11,0,2,2,arozara01,0
603,547,88,173,31,1,8,49,4,4,50,43,0.316,0.375,0.42,0.795,128.0,230.0,6,3,0,3,2,arraelu01,0
300,280,32,80,16,1,6,36,5,1,13,49,0.286,0.322,0.414,0.736,103.0,116.0,7,3,2,2,2,arroych01,0
55,54,5,13,0,0,1,4,1,0,1,3,0.241,0.255,0.296,0.551,56.0,16.0,2,0,0,0,0,astudwi01,0
216,202,24,52,9,3,0,10,5,6,12,44,0.257,0.298,0.332,0.629,83.0,67.0,6,0,1,1,0,azocajo01,0
225,201,30,41,3,2,2,9,9,6,24,64,0.204,0.289,0.269,0.558,63.0,54.0,2,0,0,0,0,baddoak01,0
313,292,38,73,10,3,5,30,17,3,15,62,0.25,0.294,0.356,0.65,85.0,104.0,4,4,0,2,0,baderha01,0
264,246,35,63,7,3,5,21,15,2,13,47,0.256,0.303,0.37,0.673,92.0,91.0,4,4,0,1,0,baderha01,0
49,46,3,10,3,0,0,9,2,1,2,15,0.217,0.245,0.283,0.528,50.0,13.0,0,0,0,1,0,baderha01,0
37,33,5,11,3,0,0,6,3,0,2,6,0.333,0.405,0.424,0.83,137.0,14.0,0,2,0,0,0,baeji01,0
590,555,64,132,27,4,17,67,9,2,26,147,0.238,0.278,0.393,0.671,91.0,218.0,13,6,0,3,1,baezja01,0
15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,2.0,2.0,0,1,0,0,0,bannory01,0
15,14,0,2,0,0,0,0,0,0,0,5,0.143,0.2,0.143,0.343,2.0,2.0,0,1,0,0,0,bannory01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bannory01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bardda01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barlojo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,barlosc01,0
212,179,31,38,6,0,8,26,2,1,27,37,0.212,0.324,0.38,0.704,97.0,68.0,5,3,2,1,0,barneau01,0
308,281,16,62,10,0,1,16,0,0,25,74,0.221,0.287,0.267,0.554,61.0,75.0,7,1,1,0,0,barnhtu01,0
85,77,3,18,5,0,1,7,3,0,6,17,0.234,0.294,0.338,0.632,86.0,26.0,2,1,0,1,0,barrelu01,0
53,50,2,9,1,0,0,4,0,0,2,16,0.18,0.212,0.2,0.412,20.0,10.0,1,0,1,0,0,barretr01,0
174,165,13,25,3,0,2,10,4,1,9,76,0.152,0.195,0.206,0.401,11.0,34.0,4,0,0,0,0,garcijo02,0
291,261,34,56,6,0,11,25,2,1,26,112,0.215,0.296,0.364,0.66,87.0,95.0,5,4,0,0,0,bartjo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bassan01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bassan01,0
22,19,0,2,1,0,0,1,0,0,2,6,0.105,0.227,0.158,0.385,15.0,3.0,0,1,0,0,0,battema01,0
42,38,4,7,0,0,2,5,0,0,2,8,0.184,0.244,0.342,0.586,67.0,13.0,0,1,0,0,0,batybr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bautife01,0
47,43,6,4,1,1,0,1,0,0,2,8,0.093,0.17,0.163,0.333,-2.0,7.0,3,2,0,0,0,beatyma01,0
25,25,1,2,0,0,0,1,0,0,0,9,0.08,0.08,0.08,0.16,-54.0,2.0,2,0,0,0,0,beckhti01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bednada01,0
126,111,4,21,3,0,1,9,0,0,11,31,0.189,0.278,0.243,0.521,50.0,27.0,3,3,0,1,1,beerse01,0
647,552,78,147,29,3,17,71,0,1,81,102,0.266,0.362,0.422,0.784,127.0,233.0,22,5,0,6,4,belljo02,0
437,375,52,113,24,3,14,57,0,1,49,61,0.301,0.384,0.493,0.877,152.0,185.0,19,5,0,6,4,belljo02,0
210,177,26,34,5,0,3,14,0,0,32,41,0.192,0.316,0.271,0.587,73.0,48.0,3,0,0,0,0,belljo02,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bellaan01,0
550,504,70,106,27,3,19,68,14,3,38,150,0.21,0.265,0.389,0.654,81.0,196.0,7,2,0,6,0,bellico01,0
298,254,25,54,9,1,8,23,1,0,37,81,0.213,0.326,0.35,0.676,93.0,89.0,9,6,0,1,2,beltbr01,0
59,52,4,6,2,0,1,1,0,0,6,17,0.115,0.207,0.212,0.418,21.0,11.0,1,0,1,0,0,bemboan01,0
521,461,54,140,23,3,5,51,8,3,52,77,0.304,0.373,0.399,0.772,120.0,184.0,7,2,1,5,0,beninan01,0
390,347,40,111,14,2,3,39,4,2,39,52,0.32,0.387,0.398,0.785,124.0,138.0,6,1,0,3,0,beninan01,0
131,114,14,29,9,1,2,12,4,1,13,25,0.254,0.331,0.404,0.734,108.0,46.0,1,1,1,2,0,beninan01,0
61,55,8,10,1,0,0,3,0,0,3,19,0.182,0.25,0.2,0.45,33.0,11.0,1,2,1,0,0,bensowi01,0
42,42,9,12,1,0,0,3,3,1,0,8,0.286,0.286,0.31,0.595,61.0,13.0,1,0,0,0,0,bernawy01,0
404,358,47,86,17,3,4,28,41,5,42,89,0.24,0.324,0.338,0.662,88.0,121.0,6,3,0,1,0,bertijo01,0
333,318,39,80,17,0,11,34,5,1,12,80,0.252,0.283,0.409,0.692,100.0,130.0,6,2,1,0,0,bethach01,0
182,169,23,42,11,0,4,19,4,1,10,41,0.249,0.298,0.385,0.683,100.0,65.0,3,2,1,0,0,bethach01,0
151,149,16,38,6,0,7,15,1,0,2,39,0.255,0.265,0.436,0.701,100.0,65.0,3,0,0,0,0,bethach01,0
639,572,117,154,40,3,35,82,12,2,55,104,0.269,0.34,0.533,0.873,140.0,305.0,8,8,0,4,0,bettsmo01,0
697,652,91,189,43,1,24,93,13,8,41,155,0.29,0.333,0.469,0.802,128.0,306.0,21,2,0,2,0,bichebo01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bickfph01,0
303,257,43,52,18,1,6,24,2,0,38,85,0.202,0.318,0.35,0.668,93.0,90.0,2,6,1,1,0,biggica01,0
577,530,60,140,22,6,16,78,4,1,32,109,0.264,0.314,0.419,0.733,96.0,222.0,10,8,4,3,4,blackch02,0
7,7,1,2,0,0,0,2,1,0,0,4,0.286,0.286,0.286,0.571,63.0,2.0,0,0,0,0,0,blancda02,0
3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,blanktr01,0
238,204,21,34,10,2,5,16,4,1,30,67,0.167,0.277,0.309,0.586,66.0,63.0,5,2,0,2,0,bledajj01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bleieri01,0
631,557,84,171,38,0,15,73,8,2,57,118,0.307,0.377,0.456,0.833,131.0,254.0,14,10,0,7,2,bogaexa01,0
631,586,79,164,24,3,13,72,2,3,31,110,0.28,0.315,0.398,0.713,101.0,233.0,18,4,0,10,1,bohmal01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bolanro01,0
116,106,10,21,2,0,4,13,5,0,7,30,0.198,0.259,0.33,0.589,72.0,35.0,1,2,0,1,0,boltsk01,0
127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431,0.746,106.0,50.0,3,4,0,1,0,boteda01,0
97,74,9,22,6,0,3,11,0,0,21,25,0.297,0.454,0.5,0.954,158.0,37.0,1,1,0,1,0,bouchse01,0
17,17,1,2,0,0,0,0,0,0,0,9,0.118,0.118,0.118,0.235,-31.0,2.0,0,0,0,0,0,bradlbo01,0
370,344,30,70,23,1,4,38,2,3,24,77,0.203,0.255,0.311,0.566,58.0,107.0,5,0,2,0,0,bradlja02,0
290,271,21,57,19,1,3,29,2,3,17,58,0.21,0.257,0.321,0.578,60.0,87.0,3,0,2,0,0,bradlja02,0
80,73,9,13,4,0,1,9,0,0,7,19,0.178,0.25,0.274,0.524,51.0,20.0,2,0,0,0,0,bradlja02,0
277,243,28,70,14,1,5,26,1,1,31,30,0.288,0.37,0.416,0.785,126.0,101.0,1,1,1,1,2,brantmi02,0
3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,175.0,2.0,0,0,0,0,0,brantro01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,brashma01,0
656,548,93,142,38,0,23,93,1,2,87,77,0.259,0.366,0.454,0.82,134.0,249.0,18,11,0,10,1,bregmal01,0
45,42,6,15,1,1,1,8,2,1,2,4,0.357,0.4,0.5,0.9,159.0,21.0,0,1,0,0,1,brennwi02,0
187,162,17,33,4,0,1,6,1,0,19,32,0.204,0.301,0.247,0.548,65.0,40.0,4,4,1,1,0,bridejo01,0
39,36,5,6,2,0,3,4,1,0,2,14,0.167,0.211,0.472,0.683,87.0,17.0,0,0,1,0,0,brinsle01,0
160,141,15,36,5,0,6,23,2,0,14,48,0.255,0.344,0.418,0.762,115.0,59.0,0,5,0,0,0,brossmi01,0
555,500,55,115,26,3,25,73,11,2,51,146,0.23,0.305,0.444,0.749,117.0,222.0,7,3,0,1,3,brownse01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bruihju01,0
162,147,13,24,5,0,3,16,5,5,12,37,0.163,0.228,0.259,0.487,42.0,38.0,2,1,0,2,0,brujavi01,0
181,160,28,49,12,0,5,14,0,0,17,27,0.306,0.376,0.475,0.851,128.0,76.0,7,2,0,2,0,bryankr01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,bummeaa01,0
102,92,8,19,4,0,4,11,1,0,8,35,0.207,0.284,0.38,0.665,86.0,35.0,1,2,0,0,0,burdipe01,0
183,168,20,42,9,1,8,26,0,0,10,56,0.25,0.302,0.458,0.761,113.0,77.0,7,3,1,1,1,burgeja01,0
53,48,4,9,1,0,1,3,1,0,5,9,0.188,0.264,0.271,0.535,54.0,13.0,1,0,0,0,0,burleal01,0
382,340,61,76,13,3,28,51,6,0,34,116,0.224,0.306,0.526,0.833,133.0,179.0,0,7,0,1,0,buxtoby01,0
433,397,25,101,10,0,5,43,1,0,28,101,0.254,0.305,0.317,0.622,80.0,126.0,11,3,0,5,3,cabremi01,0
171,154,21,38,8,1,6,19,3,2,15,44,0.247,0.312,0.429,0.74,108.0,66.0,1,0,1,1,0,cabreos01,0
156,145,17,26,5,0,1,9,2,2,8,36,0.179,0.231,0.234,0.465,32.0,34.0,4,2,0,1,0,cainlo01,0
424,388,36,76,14,1,12,49,3,2,27,136,0.196,0.257,0.33,0.587,66.0,128.0,6,6,0,3,0,calhoko01,0
62,52,7,7,3,0,1,3,0,0,9,8,0.135,0.274,0.25,0.524,51.0,13.0,2,1,0,0,0,calhowi01,0
53,44,7,6,3,0,1,2,0,0,8,6,0.136,0.283,0.273,0.556,60.0,12.0,1,1,0,0,0,calhowi01,0
9,8,0,1,0,0,0,1,0,0,1,2,0.125,0.222,0.125,0.347,3.0,1.0,1,0,0,0,0,calhowi01,0
131,114,18,27,3,1,5,13,3,3,15,30,0.237,0.336,0.412,0.748,115.0,47.0,2,2,0,0,0,callal02,0
16,12,2,2,0,0,0,0,0,0,4,4,0.167,0.375,0.167,0.542,65.0,2.0,0,0,0,0,0,callal02,0
115,102,16,25,3,1,5,13,3,3,11,26,0.245,0.33,0.441,0.772,121.0,45.0,2,2,0,0,0,callal02,0
166,152,8,36,3,0,3,15,0,0,13,37,0.237,0.297,0.316,0.613,75.0,48.0,1,0,1,0,0,camarjo01,0
70,64,6,14,3,1,1,8,2,0,5,20,0.219,0.286,0.344,0.629,81.0,22.0,1,1,0,0,0,camerda01,0
50,48,4,12,1,0,1,5,0,0,1,11,0.25,0.26,0.333,0.593,71.0,16.0,2,0,0,1,0,campulu01,0
467,429,49,93,19,2,13,50,0,1,28,109,0.217,0.272,0.361,0.633,81.0,155.0,9,6,0,4,1,candeje01,0
542,462,71,123,24,0,13,61,3,1,48,97,0.266,0.367,0.403,0.77,122.0,186.0,3,28,0,4,1,canhama01,0
104,100,5,15,1,0,1,4,0,0,4,25,0.15,0.183,0.19,0.373,7.0,19.0,2,0,0,0,0,canoro01,0
43,41,3,8,0,0,1,3,0,0,2,11,0.195,0.233,0.268,0.501,44.0,11.0,0,0,0,0,0,canoro01,0
34,33,1,3,0,0,0,1,0,0,1,10,0.091,0.118,0.091,0.209,-38.0,3.0,0,0,0,0,0,canoro01,0
27,26,1,4,1,0,0,0,0,0,1,4,0.154,0.185,0.192,0.377,6.0,5.0,2,0,0,0,0,canoro01,0
59,52,7,16,0,1,3,11,1,1,5,10,0.308,0.356,0.519,0.875,152.0,27.0,2,0,0,2,0,capelco01,0
19,17,1,3,0,0,1,2,0,0,1,2,0.176,0.211,0.353,0.563,58.0,6.0,0,0,0,1,0,capelco01,0
40,35,6,13,0,1,2,9,1,1,4,8,0.371,0.425,0.6,1.025,198.0,21.0,2,0,0,1,0,capelco01,0
7,5,2,1,0,0,0,0,0,0,2,1,0.2,0.429,0.2,0.629,90.0,1.0,0,0,0,0,0,capravi01,0
314,272,26,54,12,0,9,34,0,0,31,67,0.199,0.3,0.342,0.642,82.0,93.0,11,9,1,1,1,caratvi01,0
488,432,56,102,30,4,8,42,5,2,45,94,0.236,0.316,0.38,0.695,99.0,164.0,6,7,0,4,1,carlsdy01,0
113,103,16,26,4,1,6,10,0,0,6,32,0.252,0.31,0.485,0.795,125.0,50.0,0,3,0,1,0,carpeke01,0
154,128,28,39,9,0,15,37,0,0,19,35,0.305,0.412,0.727,1.138,216.0,93.0,2,5,1,1,1,carpema01,0
115,104,13,27,9,2,4,14,2,1,8,31,0.26,0.33,0.5,0.83,132.0,52.0,1,3,0,0,0,carroco02,0
176,148,20,30,4,0,5,17,0,0,24,50,0.203,0.318,0.331,0.649,88.0,49.0,1,2,0,2,0,casalcu01,0
126,108,13,25,3,0,4,14,0,0,15,36,0.231,0.325,0.37,0.696,98.0,40.0,1,1,0,2,0,casalcu01,0
50,40,7,5,1,0,1,3,0,0,9,14,0.125,0.3,0.225,0.525,58.0,9.0,0,1,0,0,0,casalcu01,0
95,76,11,15,1,0,5,12,1,0,19,23,0.197,0.358,0.408,0.766,113.0,31.0,4,0,0,0,0,casastr01,0
558,524,56,138,27,0,13,62,7,1,29,130,0.263,0.305,0.389,0.694,96.0,204.0,15,3,0,2,0,casteni01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,castidi01,0
283,262,28,54,13,0,11,29,1,1,14,75,0.206,0.251,0.382,0.633,77.0,100.0,7,3,0,4,1,castidi02,0
443,420,37,114,21,2,7,47,0,1,17,79,0.271,0.3,0.381,0.681,95.0,160.0,5,1,3,2,1,castrha01,0
88,78,6,9,2,0,1,3,1,0,8,40,0.115,0.205,0.179,0.384,12.0,14.0,1,1,0,1,0,castrja01,0
278,253,25,59,8,4,11,27,5,3,22,74,0.233,0.299,0.427,0.725,103.0,108.0,6,2,0,1,0,castrro01,0
392,365,47,88,18,2,8,31,9,4,15,82,0.241,0.284,0.367,0.651,86.0,134.0,4,8,1,3,0,castrwi01,0
177,164,17,35,7,3,5,20,2,0,11,49,0.213,0.26,0.384,0.644,82.0,63.0,2,0,0,2,0,caveja01,0
347,311,30,74,12,1,2,24,4,1,32,77,0.238,0.313,0.302,0.615,78.0,94.0,13,2,2,0,0,celesgi01,0
190,168,19,35,6,0,4,15,0,1,16,59,0.208,0.289,0.315,0.605,75.0,53.0,5,4,0,2,0,changyu01,0
141,126,14,28,5,0,3,13,0,0,12,41,0.222,0.291,0.333,0.624,81.0,42.0,4,1,0,2,0,changyu01,0
10,10,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0.0,0,0,0,0,0,changyu01,0
49,42,5,7,1,0,1,2,0,1,4,18,0.167,0.286,0.262,0.548,58.0,11.0,1,3,0,0,0,changyu01,0
105,96,11,25,3,0,3,12,0,0,7,27,0.26,0.305,0.385,0.69,100.0,37.0,3,0,0,2,0,changyu01,0
26,20,3,3,2,0,0,1,0,0,5,7,0.15,0.346,0.25,0.596,70.0,5.0,1,1,0,0,0,changyu01,0
621,538,83,123,27,1,27,76,2,2,68,170,0.229,0.324,0.433,0.757,116.0,233.0,7,10,0,5,1,chapmma01,0
426,401,39,92,16,3,14,49,1,1,19,126,0.229,0.265,0.389,0.654,83.0,156.0,4,2,0,4,1,chavimi01,0
220,195,10,35,9,0,4,22,1,0,19,67,0.179,0.265,0.287,0.552,60.0,56.0,4,4,1,1,0,chiriro01,0
241,213,39,54,10,4,14,45,12,5,21,66,0.254,0.325,0.535,0.86,138.0,114.0,0,3,0,3,0,chishja01,0
419,356,36,83,22,0,11,52,0,0,58,123,0.233,0.341,0.388,0.729,113.0,138.0,3,2,0,3,3,choiji01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,clarkta01,0
127,117,13,17,4,0,5,17,1,0,8,33,0.145,0.197,0.308,0.505,43.0,36.0,1,0,0,2,0,clemeko01,0
179,163,19,30,4,0,0,6,0,1,11,26,0.184,0.243,0.209,0.452,33.0,34.0,3,2,2,1,0,clemeer01,0
161,145,18,29,3,0,0,6,0,1,11,24,0.2,0.264,0.221,0.485,43.0,32.0,3,2,2,1,0,clemeer01,0
18,18,1,1,1,0,0,0,0,0,0,2,0.056,0.056,0.111,0.167,-52.0,2.0,0,0,0,0,0,clemeer01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colemdy01,0
108,97,9,15,4,0,4,11,0,0,9,41,0.155,0.231,0.32,0.551,56.0,31.0,0,1,0,1,0,colliza01,0
79,72,7,14,4,0,4,10,0,0,6,31,0.194,0.266,0.417,0.682,93.0,30.0,0,1,0,0,0,colliza01,0
29,25,2,1,0,0,0,1,0,0,3,10,0.04,0.138,0.04,0.178,-46.0,1.0,0,0,0,1,0,colliza01,0
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0.0,0,0,0,0,0,colomal01,0
61,58,9,7,1,0,3,6,1,0,1,21,0.121,0.148,0.293,0.441,22.0,17.0,2,1,0,1,0,contrma01,0
376,334,51,93,14,1,20,45,2,0,39,104,0.278,0.354,0.506,0.86,136.0,169.0,5,1,0,2,1,contrwi02,0
487,416,65,101,23,2,22,55,4,2,45,103,0.243,0.349,0.466,0.815,126.0,194.0,14,24,0,2,0,contrwi01,0
469,414,37,108,33,2,9,50,0,0,40,119,0.261,0.337,0.415,0.752,112.0,172.0,6,10,0,5,0,coopega03,0
275,242,36,53,17,1,8,29,4,1,28,92,0.219,0.3,0.397,0.697,92.0,96.0,1,1,2,2,1,cordefr02,0
590,522,70,152,24,1,22,64,0,1,61,121,0.291,0.366,0.467,0.834,138.0,244.0,18,3,0,4,2,correca01,0
458,407,50,94,15,2,9,52,1,1,39,98,0.231,0.308,0.344,0.652,86.0,140.0,12,8,0,4,3,crawfbr01,0
603,518,57,126,24,3,6,42,3,2,68,80,0.243,0.339,0.336,0.675,100.0,174.0,11,10,2,5,0,crawfjp01,0
632,575,79,148,28,3,29,102,0,0,43,164,0.257,0.315,0.468,0.783,108.0,269.0,16,8,0,5,6,croncj01,0
684,587,88,140,30,4,17,88,3,0,70,131,0.239,0.332,0.39,0.722,109.0,229.0,2,16,0,8,3,croneja01,0
9,8,1,2,1,0,0,2,0,0,0,3,0.25,0.222,0.375,0.597,63.0,3.0,1,0,0,1,0,crookna01,0
507,448,50,105,16,0,10,64,4,0,49,119,0.234,0.313,0.337,0.651,89.0,151.0,16,4,0,3,1,cruzne02,0
361,331,45,77,13,4,17,54,10,4,28,126,0.233,0.294,0.45,0.744,108.0,149.0,3,1,0,1,1,cruzon01,0
